"genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"Blues","Seven Mary Three","Cumbersome","6u1yKoh00WaoSpNp46RzKF",63,0.00811,0.543,236973,0.79,0,"B",0.238,-5.932,"Major",0.0358,80.923,"4/4",0.339
"Electronic","1788-L","F U L L / B U R S T","1vHsacexmDZi57QaCnJCHC",44,0.00954,0.385,240000,0.646,0.000345,"B",0.0994,-3.985,"Major",0.0529,89.927,"4/4",0.0359
"Rock","Cartel","Say Anything (Else)","6HV8ufhj3yJZjM29wxBxrB",53,0.000749,0.421,229320,0.745,0,"C#",0.0975,-5.1,"Major",0.0639,156.703,"4/4",0.585
"Blues","Beck","Blue Moon","4gNErDjikE9QUQvkkqoB1S",55,0.178,0.687,242347,0.651,0.00879,"C",0.149,-6.696,"Major",0.0255,119.937,"4/4",0.514
"Opera","Renée Fleming","This Was A Real Nice Clambake","5hLQMMAEUz2T0xMmrJ5GbS",20,0.939,0.511,200280,0.289,1.46e-05,"D",0.238,-10.767,"Major",0.0403,95.598,"4/4",0.478
"Classical","Arturo Márquez","Danzon No.2","3yttrbsDmQxwXBeb8Q9BCN",32,0.847,0.292,624987,0.26,0.605,"D",0.664,-22.279,"Minor",0.108,97.189,"4/4",0.187
"Pop","The Head and the Heart","Library Magic","4HjEsfSpWo8gvZMr9SA3a1",60,0.248,0.425,193787,0.616,0,"E",0.0978,-7.585,"Major",0.0381,89.705,"4/4",0.532
"Soundtrack","John Williams","Palpatine's Teachings","2xPbLfsLvlgaiS3ncWxgEu",37,0.865,0.0655,325067,0.0122,0.954,"C#",0.116,-28.627,"Minor",0.0386,74.462,"4/4",0.0366
"Hip-Hop","Dave East","Paranoia","4IRMlZtGnV9q5pK4HSIQke",50,0.00598,0.801,186947,0.751,0,"G#",0.223,-4.753,"Major",0.317,120.019,"4/4",0.598
"Opera","Barbara Hendricks","Requiem: V. Pie Jesu","4A0lK6fpvx36102IOGje05",10,0.96,0.192,192240,0.125,0.0151,"G#",0.116,-21.108,"Major",0.0455,78.435,"4/4",0.0698
"Classical","Wolfgang Amadeus Mozart","小さなジーグ - バイオリンバージョン","4aY1bFAo9Le5Mz1Fi7MlNl",0,0.98,0.298,81333,0.262,0.828,"G",0.271,-10.627,"Major",0.0445,90.593,"3/4",0.271
"Indie","Fruit Bats","Absolute Loser","4G3YqgEEGQe5EhhGiNpUZJ",58,0.329,0.517,231800,0.512,0.0845,"G",0.118,-10.392,"Major",0.0288,89.953,"4/4",0.398
"Folk","Sons Of The East","Hold On, We’re Going Home (Live)","5L9IQR57lBSkRDtsS4rtWe",49,0.504,0.493,228638,0.487,0,"A",0.11,-9.961,"Major",0.0603,102.827,"4/4",0.333
"Jazz","Jamiroquai","Butterfly","0Ovgcr25Rk595siD3azPwU",43,0.0477,0.673,268800,0.652,0.12,"G#",0.119,-9.051,"Minor",0.0702,94.873,"4/4",0.738
"R&B","K-Ci & JoJo","Last Night's Letter","7C1rQOGXv6QOBHvYtmEN1V",44,0.295,0.671,277000,0.68,0,"C",0.543,-3.875,"Minor",0.0345,131.905,"4/4",0.384
"Blues","Seether","Driven Under","3pavDZo8o2ctgkVhERSzy6",50,0.000327,0.56,272907,0.855,0.000527,"A",0.124,-3.272,"Minor",0.0305,130.702,"4/4",0.275
"World","Audrey Assad","Ubi Caritas","00hBlI8O2jJyJjaQFQyrHA",37,0.759,0.163,176273,0.375,1.44e-05,"C",0.0912,-9.66,"Minor",0.0301,94.914,"4/4",0.191
"Jazz","Paul Hardcastle","Happy Go Lucky","1vr8HYGVMK0lQn7DgLPewS",28,0.504,0.641,253326,0.732,0.87,"E",0.112,-9.271,"Minor",0.033,99.991,"4/4",0.842
"Hip-Hop","Lil Xan","Slope","25i3UVj1rjyVP3oBza8c0X",57,0.0339,0.827,121600,0.343,0,"C#",0.106,-11.113,"Major",0.131,125.989,"4/4",0.501
"Country","Mike Ryan","Wasting No More Whiskey","14uIqdd0JNS9Kidj44klqq",37,0.296,0.561,184737,0.644,0,"G",0.128,-4.601,"Major",0.0263,139.962,"4/4",0.437
"Dance","Steve Aoki","Hoovela","7rSnhSbdCeyZh8WaIJTt64",61,0.00119,0.324,207121,0.979,0.835,"E",0.347,-4.17,"Minor",0.0987,103.532,"1/4",0.232
"Comedy","Mo Mandel","Add and Ocd","0WvJ9lW7G7i6MyJ0wcDBrK",14,0.796,0.669,169841,0.733,0,"E",0.677,-11.964,"Minor",0.945,80.157,"4/4",0.424
"Hip-Hop","Trey Songz","Mr. Steal Your Girl","6RUW0LBZ49ydQ0h8hppYSk",59,0.159,0.67,275413,0.435,1.07e-05,"A#",0.135,-10.314,"Major",0.0513,110.08,"4/4",0.0879
"Dance","Demi Lovato","Sexy Dirty Love","3Nvb9jMtkIbUgU5JMdAyis",59,0.00102,0.59,213173,0.746,3.85e-05,"B",0.0586,-4.429,"Minor",0.261,105.008,"4/4",0.846
"Blues","Disturbed","Monster","3QTQ8cjos16jtCwB1ozPcf",50,2.77e-05,0.38,243627,0.949,0.00717,"C#",0.0556,-4.22,"Major",0.0891,179.965,"4/4",0.434
"Country","Craig Morgan","That's What I Love About Sunday","1fmi1hOBtH8xfUiWz4LVtE",65,0.479,0.6,201493,0.56,0,"G#",0.111,-6.311,"Major",0.0325,139.469,"4/4",0.417
"Reggae","The Holdup","Still the same","0fbsM8jG8D2rxIuqvQy8JP",31,0.0172,0.681,253491,0.826,0,"A#",0.23,-5.072,"Major",0.04,150.019,"4/4",0.967
"Jazz","Al Jarreau","Breakin' Away","5yHSqWWUpU27n9s8kbZ94g",38,0.434,0.678,253933,0.345,3.81e-05,"C#",0.254,-17.268,"Minor",0.0338,71.69,"4/4",0.564
"Dance","Pitbull","Ocean to Ocean (From Aquaman: Original Motion Picture Soundtrack)","48Smp3nMcz3vPTmbY6rBeD",59,0.102,0.547,145027,0.836,0,"F#",0.183,-5.361,"Minor",0.188,104.985,"4/4",0.649
"Pop","Drake","All Me","4kNvYhyl8R6m1vykVkcuBu",70,0.0705,0.67,270867,0.515,0,"C#",0.25,-6.977,"Major",0.397,122.006,"4/4",0.422
"Classical","César Franck","Franck: Violin Sonata in A Major, FWV 8: II. Allegro","3LdShf42f3PTblWdxufasA",30,0.968,0.23,498869,0.149,0.052,"A#",0.385,-19.885,"Major",0.0468,88.664,"3/4",0.0398
"Country","Little Big Town","Pavement Ends","7Md4XFUfhOftKpMbKXnUvz",37,0.0889,0.418,151587,0.933,0,"C#",0.34,-3.326,"Major",0.119,187.239,"4/4",0.926
"Dance","Rihanna","Shut Up And Drive","4Tn2llBm1g0UlWctmgPL8Z",65,0.00101,0.735,212280,0.826,0.129,"C#",0.197,-4.902,"Major",0.0349,132.964,"4/4",0.74
"Blues","Arin Ray","Take (feat. Ty Dolla $ign)","5OGs816LFBGj0qS0jY68hL",54,0.112,0.693,263314,0.489,0.000465,"E",0.0819,-9.811,"Minor",0.0901,87.911,"4/4",0.435
"Reggae","Cultura Profética","Canción Despojo","5yYeZl67ouk4m8kNqN9Jt3",37,0.558,0.81,377307,0.723,0.00011,"G#",0.09,-7.38,"Major",0.303,89.915,"4/4",0.914
"Anime","BLOXX","Sea Blue","4DSx2wt9JUdBbQdz78PJK4",55,0.000971,0.442,204510,0.944,0.00389,"A",0.109,-4.277,"Major",0.0525,156.867,"4/4",0.562
"Hip-Hop","Metro Boomin","No Complaints (feat. Offset & Drake) (Bonus)","156LzfvMNKuXuiot4uzhGD",70,0.0709,0.914,265480,0.572,0.00237,"D",0.0599,-8.82,"Major",0.166,123.963,"4/4",0.203
"Anime","Starset","Down With The Fallen","6ZVuGZvrViwA5uliEQ4F7Y",41,0.000215,0.317,257577,0.907,0,"A#",0.839,-5.284,"Minor",0.139,175.816,"3/4",0.247
"Folk","Gillian Welch","The Way It Will Be","32CtTLtoD5aZaPEVHfhGPg",38,0.926,0.507,287813,0.139,0.000112,"G",0.126,-15.787,"Minor",0.0352,120.174,"4/4",0.326
"Reggaeton","Sammy & Falsetto","Úsame","3ieSHhCILOG2w4CB2OeXou",26,0.107,0.612,196075,0.93,0,"C#",0.151,-1.831,"Minor",0.173,180.113,"4/4",0.876
"Blues","Domo Genesis","Dapper","2Nh2cMryoXl7BrZoIeN2Pr",62,0.0711,0.753,193093,0.594,0,"C#",0.391,-9.486,"Minor",0.0816,112.568,"4/4",0.562
"Pop","Carlos Vives","La Gota Fría","5ZaTqcL7zIreaVNeVy89Iu",65,0.0893,0.719,215493,0.809,0,"C#",0.183,-10.201,"Major",0.0511,100.839,"4/4",0.964
"Soundtrack","Danny Elfman","Jack's Lament","4VCexsNDyC2j8ZrY34RwV0",47,0.684,0.276,194027,0.247,0.00301,"E",0.151,-17.371,"Minor",0.0725,86.283,"4/4",0.226
"Country","Shovels & Rope","Birmingham","3lwcrfL6LfZ1p9ZU8KRx4n",56,0.0117,0.61,240560,0.61,0,"G",0.134,-7.071,"Major",0.0337,82.523,"4/4",0.442
"World","Malik Adouane","Land Linamay","1moPqmZiu12HqmLHJQkZKs",32,0.272,0.716,324897,0.657,3.13e-05,"D",0.059,-4.524,"Major",0.0582,169.884,"4/4",0.814
"Indie","Max Frost","Die Young","7qKX7wI4RK7hMYwJg6zRDE",55,0.229,0.855,187853,0.395,0.00073,"B",0.352,-8.84,"Minor",0.0604,103.958,"4/4",0.375
"Alternative","Madvillain","Accordion","5jAvbp8kEnRPToi4Bzcvzt",61,0.0243,0.578,118853,0.631,0,"A",0.0665,-6.518,"Minor",0.309,96.332,"4/4",0.716
"Hip-Hop","Wisin & Yandel","Recuerdo","6UwmwaI4r2vydvOxzqTJc3",59,0.0239,0.655,192187,0.807,5.5e-06,"B",0.252,-5.927,"Minor",0.106,171.953,"4/4",0.651
"Movie","Leopold Stokowski","Ave María, Op 52 No. 6","71DYyAwXEYLEDkdIbdwisk",14,0.967,0.107,388027,0.058,0.255,"G",0.0879,-26.099,"Major",0.0503,76.313,"3/4",0.0369
"Jazz","Morcheeba","Never Undo","5fuEPYYSRCyprhMa5qFG9F",49,0.0373,0.691,225440,0.456,0.231,"F#",0.129,-7.979,"Minor",0.0306,142,"4/4",0.261
"Rock","Journey","Wheel in the Sky","215wUTQQUo2PElJFEFoB0d",61,0.084,0.441,252240,0.745,2.22e-05,"D",0.136,-8.623,"Minor",0.0741,105.191,"4/4",0.368
"Country","William Clark Green","This Is Us","6IbmwZ92FXQeuqh7ASV92j",42,0.235,0.512,215467,0.563,0,"A",0.134,-7.132,"Major",0.0276,84.858,"4/4",0.358
"Reggae","Tribal Seeds","In Your Eyes","2bbF0vktxLmFYOrYCeYBiF",54,0.0735,0.844,305630,0.494,0.000193,"C#",0.0683,-9.398,"Major",0.0667,140.999,"4/4",0.873
"Comedy","Paul F. Tompkins","Cherry Picking","7HzDGBvR4y859neZOBeu7U",16,0.916,0.531,210987,0.505,0,"C#",0.894,-9.522,"Major",0.932,80.384,"4/4",0.689
"Reggae","Collie Buddz","Like Yuh Miss Me","2k49U8wuV6PC2JOEhXjm99",34,0.12,0.5,177088,0.894,0,"C#",0.157,-4.452,"Major",0.296,128.614,"3/4",0.574
"Reggaeton","Cauty","Pa Cuando","5AL8Fr7vL9rG90dhzUwsEM",45,0.424,0.791,233958,0.693,0,"G#",0.125,-5.542,"Minor",0.138,144.058,"4/4",0.265
"Soul","St. Paul & The Broken Bones","I'm Torn Up","0cCUElvbEFyhoBclyL3700",41,0.71,0.413,217120,0.471,0.0368,"B",0.112,-7.364,"Major",0.0338,140.378,"3/4",0.194
"Dance","Lost Kings","Stuck","3esogDu1xpfphICWKjd8fp",70,0.0175,0.768,192595,0.796,1.22e-06,"G",0.0736,-4.89,"Minor",0.0758,104.99,"4/4",0.564
"Jazz","Chuck Loeb","Sarao","3bxD164VHxcx7iLY528X9J",30,0.298,0.703,330267,0.753,0.294,"D",0.106,-8.169,"Minor",0.0393,114.997,"4/4",0.776
"Reggae","Fat Freddy's Drop","Russia - Nightmares on Wax Remix","6fXznH7uiIWOs53BwRtgPz",55,0.00154,0.793,470077,0.72,0.506,"B",0.419,-9.904,"Minor",0.0535,120.004,"4/4",0.366
"Soundtrack","Jonny Greenwood","Spooks","1jRSqiSDrekvzvDVwXbQMM",33,0.725,0.461,155013,0.443,0.661,"C",0.101,-11.503,"Major",0.0317,100.416,"4/4",0.174
"Hip-Hop","bbno$","super saiyan flex","2NByQuXbAVsDxBTMmYGXrC",53,0.0942,0.769,133762,0.733,4.68e-06,"C#",0.0498,-9.8,"Major",0.358,144.931,"4/4",0.693
"Alternative","Portugal. The Man","So Young","4SNtyKNyYJ8ERT7YLlnFBr",65,0.348,0.671,246480,0.445,5.93e-05,"E",0.155,-7.842,"Minor",0.0291,75.996,"4/4",0.811
"Opera","Jussi Björling","Turandot: Non piangere, Liù","3cFkcJ7b4rhTpg527T14Bg",5,0.961,0.208,305853,0.35,0.424,"B",0.178,-15.304,"Major",0.0614,93.552,"1/4",0.108
"Classical","Carl Orff","Carmina Burana: IV. Primo vere: Omnia sol temperat (All Things are Warmed by the Sun)","6CSX9EOaiA1dSHtQO03GbE",34,0.905,0.23,141333,0.00765,0,"G",0.521,-40.654,"Minor",0.0488,86.299,"3/4",0.185
"Anime","Brother Ali","Uncle Sam Goddamn","0CKNXsx49Xn75g8Xw5n21h",50,0.261,0.797,297173,0.627,7.16e-06,"B",0.191,-5.815,"Major",0.194,88.048,"4/4",0.67
"Opera","Giacomo Puccini","Madama Butterfly, Act 3: ""Addio fiorito asil""","1KnNsPyTaxPgOVrlPTrC9T",18,0.917,0.273,111595,0.366,0.21,"C#",0.0921,-9.415,"Major",0.0326,93.088,"3/4",0.143
"Indie","Vinyl Theatre","Our Song","5BJTId4cWNPRlUp5tQQ3lq",50,0.0282,0.546,276120,0.763,0,"C#",0.117,-5.945,"Minor",0.04,149.958,"4/4",0.585
"Pop","Lil Uzi Vert","SideLine Watching (Hold Up)","0VYhxVxH9ijmdHUKsON9Bk",66,0.281,0.747,191033,0.553,0,"C#",0.117,-7.294,"Major",0.117,141.888,"4/4",0.262
"Dance","Chelsea Cutler","Someone Else","48khCAQwGoX43sPlR87Rri",53,0.632,0.494,216133,0.471,0.000141,"A#",0.102,-8.526,"Major",0.215,95.227,"4/4",0.407
"Comedy","Eddie Murphy","Boxers","61kgUlOYDYwGF4ZoYNu6Ur",24,0.934,0.506,191533,0.934,3.14e-06,"C#",0.651,-9.513,"Major",0.945,172.728,"3/4",0.22
"Folk","Hop Along","Prior Things","3X2899UzmQjl7gz0JsH42k",48,0.351,0.652,342720,0.775,5.22e-06,"F#",0.322,-7.891,"Major",0.0314,93.993,"4/4",0.814
"Reggaeton","Kendo Kaponi","No Te Enamores (feat. Nejo)","54sEtDGQeZ0pnyYBdZpvZz",51,0.224,0.808,256418,0.742,4.23e-06,"C#",0.0986,-4.659,"Minor",0.204,176.096,"4/4",0.856
"Dance","Backstreet Boys","It's Christmas Time Again","65awclibIvEl9N5kSANFii",50,0.0744,0.53,203029,0.706,0,"B",0.272,-5.263,"Major",0.0354,141.948,"4/4",0.79
"World","Jesus Culture","Mostra-me Tua Gloria","6RNypYZTcpgYIsLNazd1qW",40,0.00603,0.459,405307,0.76,1.78e-05,"D",0.0669,-7.419,"Major",0.0414,146.064,"4/4",0.0587
"Anime","R.E.M.","Drive","3geRffSf6eAruhg23RkpKV",60,0.175,0.467,271333,0.432,0.001,"G",0.226,-11.753,"Major",0.0283,142.642,"4/4",0.238
"R&B","Tom Misch","Movie","6pxElwU80zhjbCC77Vn8EI",67,0.391,0.785,357357,0.379,0.0161,"G",0.267,-11.446,"Major",0.0732,122.043,"3/4",0.182
"Jazz","Crazy P","Cruel Mistress","57h96qWrViAcioQHyb6exT",55,0.0455,0.773,294915,0.848,0.268,"G",0.0655,-7.214,"Minor",0.0328,113.848,"4/4",0.651
"Hip-Hop","Pete Rock & C.L. Smooth","They Reminisce Over You","2Mb3zpobD0CvJGWv6NpsPy",63,0.141,0.761,286693,0.683,0,"D",0.342,-10.889,"Major",0.164,101.787,"4/4",0.671
"Ska","Sublime","What I Got - Kahne Radio Edit","1nxrJ8wZ9tbtqbYWzSbhFt",35,0.015,0.796,166600,0.697,0.000255,"G",0.346,-7.325,"Major",0.0803,95.62,"4/4",0.637
"Reggae","Armandinho","Casinha","5R2m3STpw8QAllKI8OuLR4",55,0.438,0.734,235907,0.667,1.84e-06,"G",0.0547,-8.098,"Major",0.0549,76.147,"4/4",0.765
"Rock","La Quinta Estacion","El Sol No Regresa","0c8f8b76ThPP2MInXEZyTY",58,0.0505,0.579,228107,0.898,0,"D#",0.213,-3.217,"Major",0.0439,127.876,"4/4",0.635
"World","Matt Redman","You Never Let Go","1fnYecMkikokccWe2EnPBy",40,0.09,0.34,287067,0.699,1.84e-05,"B",0.123,-7.352,"Major",0.0461,157.966,"4/4",0.224
"Blues","Passion Pit","Where the Sky Hangs","7GyDcM22nxCJHcQa11fbYk",52,0.0336,0.819,230973,0.681,2.08e-06,"G#",0.1,-6.423,"Major",0.0308,108.989,"4/4",0.93
"Reggae","Gyptian","Perfectly With You","1iaj3hT7lrAYa4ZRMMydRK",33,0.0989,0.729,212885,0.725,0.000627,"D",0.117,-6.021,"Major",0.0629,103.968,"4/4",0.303
"Rap","Trey Songz","Nobody Else But You","1HOUzEsetdIPSpAgRPhZQt",70,0.0381,0.708,229013,0.612,0,"F",0.277,-6.379,"Minor",0.122,139.913,"4/4",0.263
"R&B","Kelly Clarkson","Slow Dance","6i7ZCerJICjhpbisBz1Lw4",51,0.191,0.398,220200,0.471,0,"G#",0.413,-8.137,"Major",0.077,187.746,"3/4",0.431
"Movie","Henri Salvador","Juanita Banana","1KMkiYdJDUg7ZULoyYndFL",23,0.0331,0.594,150667,0.61,0.00088,"A",0.244,-5.322,"Major",0.0346,127.304,"4/4",0.688
"Hip-Hop","Mobb Deep","Hey Luv (Anything) - Unedited Version","6IdK1E8oLtVNdPPH9Np6he",52,0.157,0.833,242093,0.68,0,"G",0.189,-5.408,"Major",0.227,98.996,"4/4",0.641
"Indie","FIDLAR","Get Off My Rock","12cgh6suCwcpMaUnrvd6SS",50,0.0477,0.553,197801,0.933,0,"C",0.396,-4.352,"Major",0.226,79.492,"4/4",0.57
"Blues","Hillsong UNITED","Not Today","03UNuZgtHViMboufVtawCa",59,0.00236,0.58,253664,0.717,1.36e-05,"D",0.101,-8.014,"Major",0.0359,92.018,"4/4",0.587
"Blues","Bayside","Blame It On Bad Luck","28jOIJzouTp7gqhtx7RbGa",46,0.000981,0.397,206333,0.703,0,"B",0.124,-6.244,"Minor",0.0519,84.264,"4/4",0.417
"Dance","Beyoncé","I Care","76KTeba6u3LfBL4EsCZaTe",57,0.284,0.371,239467,0.84,4.79e-06,"C",0.135,-6.021,"Major",0.292,86.934,"4/4",0.228
"Country","Phil Vassar","Love Is A Beautiful Thing","3XOFkS6Fvi3IqBTq4i73Xa",36,0.337,0.513,237147,0.785,0,"C",0.115,-3.828,"Major",0.041,162.611,"4/4",0.515
"Reggaeton","Reykon","El Conspire","5LTE4byi3mmrcla4R2MOgl",32,0.143,0.847,219000,0.795,6.98e-06,"C",0.0663,-4.543,"Minor",0.186,98.076,"4/4",0.833
"Blues","The Heavy","How You Like Me Now","7D180Q77XAEP7atBLmMTgK",62,0.000973,0.647,217493,0.71,0.703,"C",0.0777,-4.692,"Major",0.029,110.059,"4/4",0.268
"Pop","Novo Amor","State Lines","7CoMBpPTwQi2wPT0U0Nr9b",67,0.959,0.514,208653,0.309,0.232,"A",0.0963,-10.623,"Major",0.031,137.462,"3/4",0.152
"Ska","Mustard Plug","Box","2VvGMkl2iDYi6P3YFH2bSl",28,0.128,0.472,203800,0.888,2.68e-05,"F",0.0697,-5.881,"Major",0.0901,174.369,"4/4",0.788
"Soul","Zoot Sims","Evening In Paris","76zflNnyXAL9qHmasOrn9j",46,0.931,0.485,202333,0.24,0.0461,"D#",0.129,-11.239,"Minor",0.0323,64.519,"4/4",0.54
"Soul","Ginuwine","Love You More","2KIxyCvBR4u1f9B2IRdlXX",45,0.0887,0.661,241373,0.422,2.39e-06,"G#",0.164,-6.918,"Minor",0.0282,117.007,"4/4",0.428
"Electronic","Nonsens","Heroes","1ipP8QZmbg37nYAMrdlPEa",48,0.0497,0.557,200824,0.755,0,"E",0.141,-6.944,"Minor",0.146,169.896,"4/4",0.384
"Anime","Five Finger Death Punch","Far from Home","157enkJ3rfNBF4NSCTlEE6",46,0.00149,0.464,212493,0.688,3.85e-06,"B",0.169,-5.352,"Minor",0.0298,137.882,"4/4",0.228
"Pop","The Living Tombstone","No Mercy","3tbwKbrgDNjT4JvM4SVAtz",66,0.0466,0.634,154465,0.621,0,"D",0.128,-5.936,"Major",0.0288,105.049,"4/4",0.844
"Ska","Maldita Vecindad Y Los Hijos Del 5to. Patio","Lo Pasado, Pasado","0loVgkJy6V4bK1RwN47eBl",48,0.34,0.638,201293,0.796,3.15e-06,"A#",0.39,-7.748,"Major",0.0377,112.632,"4/4",0.707
"Jazz","Kelsea Ballerini","Looking at Stars","6EuM2QAaZnJ3IeQkhx6TsU",42,0.114,0.574,198293,0.661,0,"A",0.374,-5.25,"Major",0.0331,82.496,"4/4",0.493
"Indie","Radiohead","Reckoner","56Z7hbyMrndw1naxb6I5Oi",63,0.511,0.518,290213,0.656,0.156,"E",0.0679,-7.438,"Minor",0.0264,104.282,"4/4",0.203
"Blues","Aesop Rock","Shrunk","1Wve83RcS2IGmWyCYSGVqr",47,0.00429,0.628,188613,0.783,0.0022,"F#",0.0955,-5.479,"Minor",0.262,81.883,"4/4",0.364
"Anime","Bloodhound Gang","Fire Water Burn","7FkyQsWH9mmxoYLCNj4f8y",58,0.107,0.692,291800,0.566,0.643,"G",0.0862,-9.607,"Major",0.0312,97.062,"4/4",0.626
"Movie","Liz Callaway","The Story Goes On","5KWPH2lcTbG7WW4ONjmXmv",7,0.665,0.217,272307,0.241,2.29e-06,"C",0.0894,-11.467,"Major",0.0388,79.239,"4/4",0.0782
"Pop","Hinder","Better Than Me","10fddGyyeUquZZ2uPTjD7P",62,0.206,0.452,223533,0.675,1.27e-06,"D",0.172,-5.172,"Minor",0.0305,139.87,"4/4",0.23
"Rock","Flogging Molly","Drunken Lullabies","3nhJpxZXEQTsZwrDUihXQf",61,0.00132,0.373,230640,0.968,0.0274,"G",0.0848,-4.229,"Major",0.0782,156.02,"4/4",0.847
"World","Hillsong Worship","Never Forsaken - Live","4SQyhPhgIS3gYc4Wec1Ybw",35,0.0623,0.403,276280,0.419,5.47e-06,"C",0.15,-9.708,"Major",0.0305,143.843,"4/4",0.118
"Opera","Jean-Baptiste Lully","Atys, ""Le Sommeil"" Opera in 5 actes with prologue: Le sommeil","6044x4kz1xzN5G1Ju3RCZE",12,0.958,0.111,186373,0.0716,0.977,"G",0.132,-27.591,"Minor",0.0443,77.335,"4/4",0.0523
"Jazz","Dean Martin","Rudolph The Red-Nosed Reindeer","2L9QLAhrvtP4EYg1lY0Tnw",59,0.919,0.478,135760,0.201,0,"G",0.0854,-16.768,"Major",0.0332,136.471,"4/4",0.857
"Jazz","Tricky","Aftermath","4wcWI3GEtaGm38dbdDFbyI",44,0.0348,0.736,458760,0.456,0.18,"A#",0.166,-14.34,"Minor",0.0715,80.835,"4/4",0.532
"Anime","Volbeat","16 Dollars","3ejiBES85FovlVRKGAjIHG",45,0.000853,0.521,168720,0.879,1.9e-06,"G",0.261,-5.099,"Major",0.0417,126.733,"4/4",0.501
"Hip-Hop","Drake","Views","7MjSipTto9QljYzZnloXOn",60,0.0618,0.589,311960,0.869,0,"F",0.239,-5.827,"Major",0.311,80.007,"4/4",0.0737
"Alternative","American Authors","Oh, What A Life","0ImkGucv1ID5EkuhslttfD",48,0.0309,0.557,219493,0.613,2.02e-06,"D",0.126,-5.681,"Major",0.029,117.839,"3/4",0.372
"Indie","Declan J Donovan","Numb","0YKWtV75cdYk04eYRJhIMq",53,0.106,0.605,211762,0.667,0,"C",0.178,-5.445,"Major",0.0279,134.999,"4/4",0.26
"Country","Spencer Crandall","I Thought We Broke Up","5LtDvADQvsxitigN5hDTgE",40,0.414,0.498,166342,0.572,0,"B",0.106,-8.206,"Major",0.151,171.718,"4/4",0.542
"Reggaeton","Antonio Barullo","Disfruta La Vida (feat. J Alvarez & Flex)","4QOFgIE64eFFavKZKScc66",22,0.000769,0.68,186250,0.917,2e-06,"C#",0.147,-4.109,"Major",0.0434,96.029,"4/4",0.624
"Blues","The Score","Stronger","0VeoSHlgashtg5JYPJjl15",68,0.0232,0.267,190987,0.67,0,"D",0.312,-4.688,"Minor",0.0807,191.883,"3/4",0.114
"World","Beats Antique","Shrine","7Czo2p6g8CdPfWslvSFXAe",27,0.0674,0.671,354027,0.658,0.864,"D",0.0638,-8.636,"Minor",0.0699,176.01,"4/4",0.523
"Hip-Hop","Kap G","Top 5 (feat. Playboi Carti)","4fV6yeuoBSoW69WIPv25TN",56,0.0665,0.885,161063,0.671,0,"D",0.0963,-7.146,"Minor",0.109,155.015,"4/4",0.926
"Children’s Music","The Black Keys","Tighten Up","2MVwrvjmcdt4MsYYLCYMt8",63,0.00121,0.504,211080,0.705,4.12e-06,"F#",0.453,-6.179,"Minor",0.0665,108.965,"4/4",0.567
"Hip-Hop","Kevin Gates","M.A.T.A.","4RwVpiy6oEEF8yo8jigRBq",59,0.0746,0.446,219952,0.732,0,"C#",0.218,-4.876,"Minor",0.279,139.674,"4/4",0.347
"Blues","The 1975","Settle Down","36YLqJHsNHHODwX5gDPEBb",55,0.00298,0.586,239853,0.954,0.000132,"D",0.723,-5.293,"Major",0.0492,107.087,"4/4",0.84
"Anime","Malibu Ken","Suicide Big Gulp","4NNPTBkYrtZrvUvR6Ypr0z",48,0.123,0.434,209813,0.87,0,"C#",0.209,-5.124,"Major",0.344,94.084,"4/4",0.665
"Classical","Edvard Grieg","Peer Gynt, Op.23 : No.13. Morning mood","7BwqNcx0D0aXWq5GDyvRpu",28,0.961,0.135,263960,0.00898,0.894,"E",0.0997,-27.593,"Major",0.0424,99.476,"5/4",0.0381
"Jazz","Herbie Hancock","Palm Grease","7inW3Cs2l4laNgLKp5R17K",33,0.405,0.59,636733,0.754,0.793,"D",0.566,-10.326,"Major",0.0745,106.221,"4/4",0.96
"Indie","Bedouine","Nice And Quiet","4MxQUIX2RwrJ1ktT3Y3Esi",54,0.723,0.508,231067,0.288,0.555,"C",0.105,-14.769,"Major",0.0302,129.689,"4/4",0.43
"Electronic","!!!","Pardon My Freedom","32TXsOUIWtTQDkE72Cvafe",42,0.00232,0.711,351093,0.893,0.196,"A",0.642,-6.059,"Major",0.0781,120.751,"4/4",0.629
"Soundtrack","Two Steps from Hell","Northern Pastures","0KMcHh8Npw6a3atnnHoYXK",32,0.94,0.362,130865,0.262,0.888,"A",0.0815,-14.894,"Minor",0.0382,133.761,"3/4",0.061
"Children’s Music","Felivand","Same Old","4aIUZPSAxz7Gu6EsLhnrD8",53,0.326,0.597,227000,0.311,0.00121,"C",0.0929,-11.079,"Minor",0.0656,155.889,"4/4",0.373
"Hip-Hop","Ice Cube","Friday","13AvIMuWOBUWGBhWGIHb6N",55,0.0762,0.698,229827,0.747,3.51e-06,"B",0.102,-4.202,"Major",0.0612,186.109,"4/4",0.663
"Opera","Alessandro Scarlatti","La Griselda: Act I: In voler cio che tu bramii (Griselda)","6ZjBI6rhzzLo64VVww3z04",7,0.979,0.427,221733,0.14,0,"A#",0.138,-13.513,"Major",0.0456,78.032,"4/4",0.327
"Pop","Cardi B","Be Careful","2Yl4OmDby9iitgNWZPwxkd",78,0.0256,0.82,210787,0.568,0,"F#",0.0952,-8.23,"Minor",0.411,152.279,"4/4",0.535
